0.804,0.0,0.0,0.0,0.0,-0.0,0.0
0.855,0.0,0.0,0.0,0.0,0.0,0.0
0.905,0.0,0.0,0.0,0.0,-0.0,0.0
0.958,0.0,0.0,0.0,0.0,0.0,0.0
1.013,0.0,0.0,0.0,0.0,-0.0,0.0
1.064,0.0,0.0,0.0,0.0,0.0,0.0
1.1179999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1.169,0.0,0.0,0.0,0.0,-0.0,0.0
1.209,0.0,0.0,0.0,0.0,-0.0,0.0
1.2570000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.306,0.0,0.0,0.0,0.0,-0.0,0.0
1.3519999999999999,0.0,0.0,0.0,0.0,-0.0,0.0
1.403,0.0,0.0,0.0,0.0,0.0,0.0
1.446,0.0,0.0,0.0,0.0,-0.0,0.0
1.486,0.0,0.0,0.0,0.0,-0.0,0.0
1.5230000000000001,0.0,0.0,0.0,0.0,-0.0,0.0
1.573,0.0,0.0,0.0,0.0,0.0,0.0
1.629,0.0,0.0,0.0,0.0,0.0,0.0
1.678,0.0,0.0,0.0,0.0,-0.0,0.0
1.724,0.0,0.0,0.0,0.0,-0.0,0.0
1.778,0.0,0.0,0.0,0.0,0.0,0.0
1.823,0.0,0.0,0.0,0.0,-0.0,0.0
1.87,0.0,0.0,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0,-0.0,0.0
1.963,0.0,0.0,0.0,0.0,-0.0,0.0
2.008,0.0,0.0,0.0,0.0,0.0,0.0
2.054,0.0,0.0,0.0,0.0,-0.0,0.0
2.096,0.0,0.0,0.0,0.0,-0.0,0.0
2.145,0.0,0.0,0.0,0.0,0.0,0.0
2.191,0.0,0.0,0.0,0.0,-0.0,0.0
2.246,0.0,0.0,0.0,0.0,0.0,0.0
2.294,0.0,0.0,0.0,0.0,-0.0,0.0
2.346,0.0,0.0,0.0,0.0,0.0,0.0
2.3970000000000002,0.0,0.0,0.0,0.0,-0.0,0.0
2.45,0.0,0.0,0.0,0.0,0.0,0.0
2.493,0.0,0.0,0.0,0.0,0.0,0.0
2.543,0.0,0.0,0.0,0.0,-0.0,0.0
2.578,0.0,0.0,0.0,0.0,-0.0,0.0
2.618,0.0,0.0,0.0,0.0,0.0,0.0
2.649,0.0,0.0,0.0,0.0,0.0,0.0
2.681,0.0,0.0,0.0,0.0,0.0,0.0
2.727,0.0,0.0,0.0,0.0,0.0,0.0
2.773,0.0,0.0,0.0,0.0,-0.0,0.0
2.809,0.0,0.0,0.0,0.0,-0.0,0.0
2.856,0.0,0.0,0.0,0.0,0.0,0.0
2.901,0.0,0.0,0.0,0.0,0.0,0.0
2.9379999999999997,0.0,0.0,0.0,0.0,-0.0,0.0
2.9779999999999998,0.0,0.0,0.0,0.0,-0.0,0.0
3.034,0.0,0.0,0.0,0.0,0.0,0.0
3.085,0.0,0.0,0.0,0.0,-0.0,0.0
3.11,0.0,0.0,0.0,0.0,-0.0,0.0
3.152,0.0,0.0,0.0,0.0,-0.0,0.0
3.19,0.0,0.0,0.0,0.0,-0.0,0.0
3.225,0.0,0.0,0.0,0.0,0.0,0.0
3.277,0.0,0.0,0.0,0.0,-0.0,0.0
3.333,0.0,0.0,0.0,0.0,0.0,0.0
3.371,0.0,0.0,0.0,0.0,0.0,0.0
3.419,0.0,0.0,0.0,0.0,-0.0,0.0
3.461,0.0,0.0,0.0,0.0,-0.0,0.0
3.499,0.0,0.0,0.0,0.0,0.0,0.0
3.539,0.0,0.0,0.0,0.0,0.0,0.0
3.576,0.0,0.0,0.0,0.0,0.0,0.0
3.627,0.0,0.0,0.0,0.0,-0.0,0.0
3.676,0.0,0.0,0.0,0.0,0.0,0.0
3.726,0.0,0.0,0.0,0.0,-0.0,0.0
3.776,0.0,0.0,0.0,0.0,0.0,0.0
3.825,0.0,0.0,0.0,0.0,-0.0,0.0
3.877,0.0,0.0,0.0,0.0,0.0,0.0
3.925,0.0,0.0,0.0,0.0,-0.0,0.0
3.9699999999999998,0.0,0.0,0.0,0.0,-0.0,0.0
4.011,0.0,0.0,0.0,0.0,0.0,0.0
4.057,0.0,0.0,0.0,0.0,0.0,0.0
4.105,0.0,0.0,0.0,0.0,-0.0,0.0
