t,x,y,z
2.430,-0.0,-0.0,40.0
2.474,-0.0,0.0,38.74
2.504,-0.0,-0.0,38.12
2.532,-0.0,-0.0,35.14
2.557,-0.0,-0.0,35.31
2.579,-0.0,-0.0,35.0
2.612,0.0,-0.01,31.13
2.642,0.0,-0.01,30.4
2.668,0.0,-0.01,31.62
2.698,0.0,-0.02,26.81
2.735,0.0,-0.03,23.37
2.770,0.0,-0.04,22.48
2.805,0.0,-0.05,20.96
2.836,0.0,-0.05,21.8
2.869,0.0,-0.06,20.09
2.887,0.0,-0.03,29.49
2.923,0.0,-0.09,13.2
2.941,0.0,-0.05,26.98
2.974,0.0,-0.09,14.66
3.008,0.0,-0.1,13.33
3.033,0.0,-0.09,18.08
3.061,0.0,-0.1,16.65
3.096,0.0,-0.12,11.88
3.129,0.0,-0.15,7.46
3.152,0.0,-0.11,17.36
3.179,0.0,-0.13,13.47
3.207,0.0,-0.14,12.76
3.226,0.0,-0.11,18.28
3.250,0.0,-0.14,14.16
3.271,0.0,-0.13,16.29
3.304,0.0,-0.19,4.41
3.329,0.0,-0.16,11.11
3.350,0.0,-0.15,14.45
3.376,0.0,-0.18,9.11
3.401,0.0,-0.18,9.51
3.421,0.0,-0.16,14.03
3.438,0.0,-0.15,16.69
3.461,0.0,-0.18,10.06
3.493,0.01,-0.23,0.89
3.515,0.0,-0.2,8.57
3.527,0.0,-0.14,18.98
3.562,0.01,-0.27,-4.3
3.582,0.0,-0.19,10.29
3.606,0.01,-0.22,5.53
3.625,0.0,-0.19,10.64
3.636,0.0,-0.15,19.38
3.659,0.01,-0.22,5.46
3.689,0.01,-0.27,-3.43
3.724,0.01,-0.31,-10.23
3.756,0.01,-0.29,-7.21
3.799,0.01,-0.37,-20.31
3.827,0.01,-0.28,-2.92
3.845,0.01,-0.22,8.62
3.878,0.01,-0.31,-7.7
3.905,0.01,-0.29,-3.66
3.929,0.01,-0.26,0.63
3.947,0.01,-0.23,7.39
3.960,0.0,-0.21,12.98
3.990,0.01,-0.3,-7.22
4.033,0.01,-0.36,-22.51
4.050,0.01,-0.24,4.33
4.074,0.01,-0.27,-0.41
4.105,0.01,-0.3,-8.96
4.137,0.01,-0.3,-9.48
4.152,0.01,-0.24,4.49
4.172,0.01,-0.25,3.16
4.195,0.01,-0.27,-3.09
4.220,0.01,-0.27,-5.92
4.257,0.01,-0.31,-18.25
4.280,0.01,-0.26,-3.03
4.294,0.01,-0.22,7.56
4.318,0.01,-0.26,-4.47
4.341,0.01,-0.25,-3.75
4.367,0.01,-0.26,-7.66
4.388,0.01,-0.24,-1.96
4.409,0.01,-0.24,-2.15
4.429,0.01,-0.23,-1.2
4.447,0.01,-0.23,0.94
4.471,0.01,-0.24,-5.28
4.505,0.01,-0.26,-18.85
4.537,0.01,-0.25,-17.99
4.572,0.01,-0.24,-20.18
4.598,0.01,-0.22,-9.48
4.628,0.01,-0.22,-13.9
4.656,0.01,-0.21,-11.66
4.687,0.0,-0.21,-15.02
4.716,0.0,-0.2,-12.79
4.744,0.0,-0.19,-11.63
4.780,0.0,-0.18,-20.27
4.807,0.0,-0.18,-10.55
4.839,0.0,-0.17,-14.59
4.874,0.0,-0.16,-16.62
4.912,0.0,-0.14,-24.67
4.944,0.0,-0.14,-15.22
4.997,0.0,-0.1,-28.31
5.021,0.0,-0.12,-13.29
5.069,0.0,-0.1,-19.23
5.115,0.0,-0.04,-34.7
5.144,0.0,-0.1,-10.14
5.162,0.0,-0.12,-0.32
5.176,0.0,-0.14,3.84
5.187,0.0,-0.14,4.56
5.200,0.0,-0.13,3.58
5.211,0.0,-0.14,5.12
5.236,0.0,-0.09,-6.96
5.261,0.0,-0.08,-7.31
5.292,0.0,-0.06,-12.56
5.309,0.0,-0.1,-0.79
5.344,0.0,-0.03,-16.88
5.364,0.0,-0.09,-2.8
5.381,0.0,-0.09,-1.15
5.399,0.0,-0.09,-2.13
5.413,0.0,-0.1,1.05
5.439,0.0,-0.05,-9.15
5.460,0.0,-0.07,-5.17
5.495,0.0,-0.01,-16.87
5.520,0.0,-0.05,-8.71
5.543,0.0,-0.05,-7.02
5.570,0.0,-0.03,-10.32
5.592,0.0,-0.05,-5.57
5.615,0.0,-0.04,-7.23
5.658,-0.0,0.04,-24.05
5.670,0.0,-0.08,0.38
5.726,-0.0,0.09,-31.69
5.766,-0.0,0.03,-300.0
5.796,300.0,-300.0,-48.64
5.807,40.37,-10.64,-35.02
5.826,41.07,-11.77,-38.25
5.851,40.33,-10.79,-40.34
5.871,40.47,-10.98,-37.85
5.895,41.04,-11.94,-38.65
5.929,41.06,-11.75,-40.72
5.966,41.88,-12.9,-39.82
5.983,41.04,-11.52,-34.35
5.997,40.52,-10.64,-33.47
6.009,40.56,-10.73,-32.78
6.013,40.59,-10.86,-31.75
6.033,41.28,-11.72,-33.8
6.045,40.71,-10.88,-32.47
6.059,40.77,-10.92,-32.51
6.074,41.47,-11.99,-32.37
6.085,40.86,-11.07,-31.86
6.100,40.95,-11.13,-31.93
6.123,42.49,-13.27,-31.89
6.148,42.02,-12.51,-31.25
6.169,42.09,-12.65,-30.65
6.190,42.21,-12.82,-30.14
6.204,42.12,-12.76,-30.16
6.222,42.33,-13.01,-29.57
6.235,41.54,-11.98,-29.74
6.255,42.55,-13.35,-28.67
6.282,43.66,-14.86,-27.12
6.303,42.86,-13.86,-27.4
6.337,44.26,-15.95,-24.19
6.370,44.37,-16.34,-23.21
6.413,46.31,-19.17,-20.71
6.451,45.06,-18.45,-17.78
6.478,44.5,-17.27,-21.7
6.504,44.08,-15.89,-26.02
6.537,45.14,-20.29,-13.8
6.573,45.58,-20.44,-16.05
6.611,44.61,-20.37,-14.16
6.642,45.22,-20.68,-16.42
6.677,44.16,-20.8,-13.97
6.706,43.84,-20.13,-16.06
6.728,42.93,-18.41,-18.91
6.757,43.41,-20.72,-15.04
6.783,43.28,-20.42,-15.94
6.818,42.43,-22.34,-10.55
6.846,42.41,-21.38,-13.59
6.873,42.16,-21.44,-13.6
6.891,40.95,-18.17,-18.33
6.917,41.63,-21.29,-13.91
6.951,39.94,-23.3,-7.19
6.980,40.1,-22.35,-9.97
7.012,39.82,-23.92,-7.41
7.043,38.41,-22.96,-7.4
7.083,36.46,-25.4,-0.57
7.120,35.02,-24.0,-1.61
7.157,34.65,-24.77,-0.81
7.193,33.67,-24.49,-0.82
7.221,33.45,-21.51,-6.01
7.260,30.25,-24.45,2.77
7.292,31.11,-22.35,-2.36
7.315,33.02,-21.47,-7.17
7.343,30.59,-21.66,-3.56
7.381,24.96,-22.14,5.3
7.419,24.81,-22.4,5.7
7.454,23.73,-21.84,5.79
7.480,23.88,-19.49,1.27
7.516,23.3,-20.81,3.49
7.534,28.96,-18.83,-8.24
7.563,22.42,-19.27,1.79
7.597,18.16,-18.6,7.04
7.638,12.8,-18.36,14.47
7.662,22.17,-18.06,-0.54
7.696,13.98,-16.69,9.07
7.717,21.61,-16.73,-2.72
7.739,20.2,-16.31,-1.51
7.765,17.25,-16.28,2.62
7.802,8.47,-14.83,13.73
7.835,8.55,-13.69,11.55
7.880,-1.37,-12.01,23.37
7.916,5.33,-11.79,11.91
7.965,-7.78,-8.7,25.61
8.002,0.4,-9.77,13.93
8.038,-0.89,-8.24,12.51
8.073,1.65,-9.19,9.35
8.114,-8.78,-4.97,17.39
8.147,-1.35,-6.63,8.71
8.194,-14.07,-2.18,19.49
8.230,-6.28,-3.66,10.15
8.268,-8.37,-2.86,10.97
8.305,-9.2,-1.94,10.25
8.344,-10.7,-0.73,10.38
8.390,-18.06,3.25,14.5
8.431,-13.0,1.45,9.76
8.467,-9.84,0.25,6.47
8.509,-15.78,3.76,9.49
8.550,-15.13,3.83,8.42
8.582,-7.23,0.36,2.26
8.634,-24.46,8.91,14.07
8.675,-15.49,5.22,7.28
