t,rd,pd,yd,r,p,y
8.193,0.0,0.0,0.0,0.06,0.04,0.0
8.248,0.0,0.0,0.0,0.07,0.03,0.0
8.283,0.0,0.0,0.0,0.08,0.03,0.0
8.31,0.0,0.0,0.0,0.08,0.03,0.0
8.329,0.0,0.0,0.0,0.09,0.03,0.0
8.36,0.0,0.0,0.0,0.1,0.02,0.0
8.395,0.0,0.0,0.0,0.11,0.02,0.0
8.426,0.0,0.0,0.0,0.12,0.01,0.0
8.466,0.0,0.0,0.0,0.12,0.01,0.0
8.505,0.0,0.0,0.0,0.14,0.0,0.0
8.539,0.0,0.0,0.0,0.15,-0.0,0.0
8.579,0.0,0.0,0.0,0.15,-0.01,0.0
8.612,0.0,0.0,0.0,0.16,-0.01,0.0
8.663,0.0,0.0,0.0,0.17,-0.02,0.0
8.712,0.0,0.0,0.0,0.18,-0.03,0.0
8.751,0.0,0.0,0.0,0.19,-0.03,0.0
8.788,0.0,0.0,0.0,0.19,-0.04,0.0
8.828,0.0,0.0,0.0,0.2,-0.04,0.0
8.871,0.0,0.0,0.0,0.2,-0.05,0.0
8.912,0.0,0.0,0.0,0.2,-0.05,0.0
8.956,0.0,0.0,0.0,0.2,-0.06,0.0
8.998,0.0,0.0,0.0,0.2,-0.06,0.0
9.054,0.0,0.0,0.0,0.2,-0.07,0.0
9.091,0.0,0.0,0.0,0.2,-0.07,0.0
9.127,0.0,0.0,0.0,0.2,-0.07,0.0
9.166,0.0,0.0,0.0,0.19,-0.08,0.0
9.197,0.0,0.0,0.0,0.19,-0.08,0.0
9.235,0.0,0.0,0.0,0.18,-0.08,0.0
9.269,0.0,0.0,0.0,0.18,-0.08,0.0
9.314,0.0,0.0,0.0,0.17,-0.08,0.0
9.357,0.0,0.0,0.0,0.16,-0.08,0.0
9.396,0.0,0.0,0.0,0.15,-0.08,0.0
9.436,0.0,0.0,0.0,0.14,-0.08,0.0
9.482,0.0,0.0,0.0,0.13,-0.08,0.01
9.523,0.0,0.0,0.0,0.12,-0.08,0.01
9.564,0.0,0.0,0.0,0.11,-0.08,0.01
9.604,0.0,0.0,0.0,0.1,-0.07,0.01
9.65,0.0,0.0,0.0,0.08,-0.07,0.01
9.687,0.0,0.0,0.0,0.07,-0.07,0.01
9.722,0.0,0.0,0.0,0.06,-0.07,0.01
9.76,0.0,0.0,0.0,0.05,-0.06,0.01
9.793,0.0,0.0,0.0,0.04,-0.06,0.01
9.827,0.0,0.0,0.0,0.03,-0.05,0.01
9.87,0.0,0.0,0.0,0.02,-0.05,0.01
9.91,0.0,0.0,0.0,0.01,-0.05,0.01
9.945,0.0,0.0,0.0,-0.0,-0.04,0.01
9.992,0.0,0.0,0.0,-0.01,-0.04,0.01
10.037,0.0,0.0,0.0,-0.03,-0.03,0.01
10.082,0.0,0.0,0.0,-0.04,-0.03,0.01
10.127,0.0,0.0,0.0,-0.05,-0.02,0.01
10.171,0.0,0.0,0.0,-0.06,-0.01,0.01
10.202,0.0,0.0,0.0,-0.07,-0.01,0.01
10.245,0.0,0.0,0.0,-0.08,-0.0,0.01
10.289,0.0,0.0,0.0,-0.09,0.0,0.01
10.333,0.0,0.0,0.0,-0.09,0.01,0.01
10.375,0.0,0.0,0.0,-0.1,0.01,0.01
10.417,0.0,0.0,0.0,-0.11,0.02,0.01
10.455,0.0,0.0,0.0,-0.11,0.02,0.01
10.499,0.0,0.0,0.0,-0.11,0.03,0.01
10.549,0.0,0.0,0.0,-0.12,0.03,0.0
10.586,0.0,0.0,0.0,-0.12,0.04,0.0
10.62,0.0,0.0,0.0,-0.12,0.04,0.0
10.667,0.0,0.0,0.0,-0.12,0.04,0.0
10.7,0.0,0.0,0.0,-0.12,0.05,0.0
10.731,0.0,0.0,0.0,-0.12,0.05,0.0
10.77,0.0,0.0,0.0,-0.12,0.05,0.0
10.81,0.0,0.0,0.0,-0.12,0.05,0.0
10.847,0.0,0.0,0.0,-0.11,0.05,0.0
10.885,0.0,0.0,0.0,-0.11,0.05,0.0
10.925,0.0,0.0,0.0,-0.11,0.05,0.0
10.96,0.0,0.0,0.0,-0.11,0.05,0.0
10.995,0.0,0.0,0.0,-0.1,0.05,0.0
11.036,0.0,0.0,0.0,-0.1,0.05,0.0
11.071,0.0,0.0,0.0,-0.09,0.05,0.0
11.105,0.0,0.0,0.0,-0.09,0.05,0.0
11.14,0.0,0.0,0.0,-0.09,0.05,0.0
11.177,0.0,0.0,0.0,-0.08,0.05,0.0
11.218,0.0,0.0,0.0,-0.07,0.05,0.0
11.265,0.0,0.0,0.0,-0.07,0.04,0.0
11.307,0.0,0.0,0.0,-0.06,0.04,0.0
11.347,0.0,0.0,0.0,-0.05,0.04,0.0
11.389,0.0,0.0,0.0,-0.05,0.04,0.0
11.435,0.0,0.0,0.0,-0.04,0.03,0.0
11.474,0.0,0.0,0.0,-0.04,0.03,0.0
11.519,0.0,0.0,0.0,-0.03,0.03,0.0
11.558,0.0,0.0,0.0,-0.03,0.02,0.0
11.595,0.0,0.0,0.0,-0.02,0.02,0.0
11.634,0.0,0.0,0.0,-0.02,0.02,0.0
11.67,0.0,0.0,0.0,-0.02,0.01,0.0
11.71,0.0,0.0,0.0,-0.01,0.01,0.0
11.749,0.0,0.0,0.0,-0.01,0.01,0.0
11.783,0.0,0.0,0.0,-0.01,0.0,0.0
11.824,0.0,0.0,0.0,-0.01,0.0,0.0
11.848,0.0,0.0,0.0,-0.0,0.0,0.0
11.886,0.0,0.0,0.0,-0.0,-0.0,0.0
11.925,0.0,0.0,0.0,-0.0,-0.01,0.0
11.959,0.0,0.0,0.0,0.0,-0.01,0.0
12.0,0.0,0.0,0.0,0.0,-0.01,0.0
12.032,0.0,0.0,0.0,0.0,-0.01,0.0
12.075,0.0,0.0,0.0,0.0,-0.02,0.0
12.105,0.0,0.0,0.0,0.0,-0.02,0.0
12.141,0.0,0.0,0.0,0.0,-0.02,0.0
12.18,0.0,0.0,0.0,0.0,-0.02,0.0
12.215,0.0,0.0,0.0,0.0,-0.02,0.0
12.254,0.0,0.0,0.0,0.0,-0.02,0.0
12.297,0.0,0.0,0.0,0.0,-0.03,0.0
12.34,0.0,0.0,0.0,-0.0,-0.03,0.0
12.366,0.0,0.0,0.0,-0.0,-0.03,0.0
12.405,0.0,0.0,0.0,-0.0,-0.03,0.0
12.451,0.0,0.0,0.0,-0.01,-0.03,0.0
12.48,0.0,0.0,0.0,-0.01,-0.03,0.0
12.514,0.0,0.0,0.0,-0.01,-0.03,0.0
12.56,0.0,0.0,0.0,-0.01,-0.03,0.0
12.597,0.0,0.0,0.0,-0.01,-0.03,0.0
12.639,0.0,0.0,0.0,-0.02,-0.03,0.0
12.68,0.0,0.0,0.0,-0.02,-0.03,0.0
12.722,0.0,0.0,0.0,-0.02,-0.03,0.0
12.757,0.0,0.0,0.0,-0.02,-0.03,0.0
12.794,0.0,0.0,0.0,-0.03,-0.03,0.0
12.836,0.0,0.0,0.0,-0.03,-0.03,0.0
12.878,0.0,0.0,0.0,-0.03,-0.03,0.0
12.908,0.0,0.0,0.0,-0.04,-0.03,0.0
12.946,0.0,0.0,0.0,-0.04,-0.03,0.0
12.984,0.0,0.0,0.0,-0.04,-0.03,0.0
13.022,0.0,0.0,0.0,-0.04,-0.02,0.0
13.065,0.0,0.0,0.0,-0.05,-0.02,0.0
13.108,0.0,0.0,0.0,-0.05,-0.02,0.0
13.143,0.0,0.0,0.0,-0.05,-0.02,0.0
13.184,0.0,0.0,0.0,-0.06,-0.02,0.0
13.217,0.0,0.0,0.0,-0.06,-0.01,0.0
13.265,0.0,0.0,0.0,-0.06,-0.01,0.0
13.303,0.0,0.0,0.0,-0.06,-0.01,0.0
13.336,0.0,0.0,0.0,-0.07,-0.01,0.0
13.373,0.0,0.0,0.0,-0.07,-0.01,0.0
13.414,0.0,0.0,0.0,-0.07,-0.0,0.0
13.453,0.0,0.0,0.0,-0.07,-0.0,0.0
13.497,0.0,0.0,0.0,-0.07,0.0,0.0
13.541,0.0,0.0,0.0,-0.07,0.0,0.0
13.583,0.0,0.0,0.0,-0.07,0.0,0.0
13.619,0.0,0.0,0.0,-0.07,0.01,0.0
13.664,0.0,0.0,0.0,-0.07,0.01,0.0
13.702,0.0,0.0,0.0,-0.07,0.01,0.0
13.747,0.0,0.0,0.0,-0.07,0.01,0.0
13.788,0.0,0.0,0.0,-0.07,0.01,0.0
13.83,0.0,0.0,0.0,-0.07,0.01,0.0
13.869,0.0,0.0,0.0,-0.07,0.02,0.0
13.907,0.0,0.0,0.0,-0.07,0.02,0.0
13.943,0.0,0.0,0.0,-0.07,0.02,0.0
13.981,0.0,0.0,0.0,-0.07,0.02,0.0
14.022,0.0,0.0,0.0,-0.07,0.02,0.0
14.058,0.0,0.0,0.0,-0.06,0.02,0.0
14.096,0.0,0.0,0.0,-0.06,0.02,0.0
14.133,0.0,0.0,0.0,-0.06,0.02,0.0
14.173,0.0,0.0,0.0,-0.06,0.02,0.0
14.211,0.0,0.0,0.0,-0.06,0.02,0.0
14.247,0.0,0.0,0.0,-0.05,0.02,0.0
14.286,0.0,0.0,0.0,-0.05,0.02,0.0
14.325,0.0,0.0,0.0,-0.05,0.02,0.0
14.361,0.0,0.0,0.0,-0.04,0.02,0.0
14.4,0.0,0.0,0.0,-0.04,0.02,0.0
14.437,0.0,0.0,0.0,-0.04,0.01,0.0
14.471,0.0,0.0,0.0,-0.03,0.01,0.0
14.513,0.0,0.0,0.0,-0.03,0.01,0.0
14.554,0.0,0.0,0.0,-0.03,0.01,0.0
14.592,0.0,0.0,0.0,-0.03,0.01,0.0
14.629,0.0,0.0,0.0,-0.02,0.01,0.0
14.664,0.0,0.0,0.0,-0.02,0.01,0.0
14.7,0.0,0.0,0.0,-0.02,0.01,0.0
14.738,0.0,0.0,0.0,-0.02,0.01,0.0
14.779,0.0,0.0,0.0,-0.01,0.0,0.0
14.817,0.0,0.0,0.0,-0.01,0.0,0.0
14.855,0.0,0.0,0.0,-0.01,0.0,0.0
14.89,0.0,0.0,0.0,-0.01,0.0,0.0
14.927,0.0,0.0,0.0,-0.0,-0.0,0.0
14.967,0.0,0.0,0.0,-0.0,-0.0,0.0
15.008,0.0,0.0,0.0,-0.0,-0.0,0.0
15.049,0.0,0.0,0.0,0.0,-0.01,0.0
15.089,0.0,0.0,0.0,0.0,-0.01,0.0
15.128,0.0,0.0,0.0,0.0,-0.01,0.0
15.165,0.0,0.0,0.0,0.0,-0.01,0.0
15.202,0.0,0.0,0.0,0.01,-0.01,0.0
15.243,0.0,0.0,0.0,0.01,-0.01,0.0
15.285,0.0,0.0,0.0,0.01,-0.01,0.0
15.323,0.0,0.0,0.0,0.01,-0.01,0.0
15.361,0.0,0.0,0.0,0.01,-0.01,0.0
15.391,0.0,0.0,0.0,0.01,-0.01,0.0
15.43,0.0,0.0,0.0,0.01,-0.01,0.0
15.466,0.0,0.0,0.0,0.01,-0.01,0.0
15.492,0.0,0.0,0.0,0.01,-0.01,0.0
15.535,0.0,0.0,0.0,0.01,-0.01,0.0
15.577,0.0,0.0,0.0,0.01,-0.01,0.0
15.61,0.0,0.0,0.0,0.01,-0.01,0.0
15.648,0.0,0.0,0.0,0.01,-0.01,0.0
15.686,0.0,0.0,0.0,0.01,-0.01,0.0
15.725999999999999,0.0,0.0,0.0,0.0,-0.01,0.0
15.762,0.0,0.0,0.0,0.0,-0.01,0.0
15.793,0.0,0.0,0.0,0.0,-0.01,0.0
15.825,0.0,0.0,0.0,0.0,-0.01,0.0
15.862,0.0,0.0,0.0,0.0,-0.01,0.0
15.903,0.0,0.0,0.0,-0.0,-0.01,0.0
15.942,0.0,0.0,0.0,-0.0,-0.01,0.0
15.978,0.0,0.0,0.0,-0.0,-0.01,0.0
16.018,0.0,0.0,0.0,-0.0,-0.01,0.0
16.056,0.0,0.0,0.0,-0.0,-0.01,0.0
16.094,0.0,0.0,0.0,-0.01,-0.01,0.0
16.131,0.0,0.0,0.0,-0.01,-0.01,0.0
16.168,0.0,0.0,0.0,-0.01,-0.0,0.0
16.2,0.0,0.0,0.0,-0.01,-0.0,0.0
16.241,0.0,0.0,0.0,-0.01,0.0,0.0
16.283,0.0,0.0,0.0,-0.01,0.0,0.0
16.327,0.0,0.0,0.0,-0.01,0.0,0.0
16.369,0.0,0.0,0.0,-0.02,0.01,0.0
16.411,0.0,0.0,0.0,-0.02,0.01,0.0
16.451,0.0,0.0,0.0,-0.02,0.01,0.0
16.486,0.0,0.0,0.0,-0.02,0.01,0.0
16.54,0.0,0.0,0.0,-0.02,0.02,0.0
16.582,0.0,0.0,0.0,-0.02,0.02,0.0
16.623,0.0,0.0,0.0,-0.02,0.02,0.0
16.647,0.0,0.0,0.0,-0.02,0.02,0.0
16.682,0.0,0.0,0.0,-0.02,0.02,0.0
16.726,0.0,0.0,0.0,-0.02,0.02,0.0
16.769,0.0,0.0,0.0,-0.02,0.03,0.0
16.813,0.0,0.0,0.0,-0.02,0.03,0.0
16.855,0.0,0.0,0.0,-0.02,0.03,0.0
16.881,0.0,0.0,0.0,-0.02,0.03,0.0
16.916,0.0,0.0,0.0,-0.02,0.03,0.0
16.951,0.0,0.0,0.0,-0.02,0.03,0.0
16.978,0.0,0.0,0.0,-0.02,0.03,0.0
17.011,0.0,0.0,0.0,-0.02,0.03,0.0
17.044,0.0,0.0,0.0,-0.02,0.03,0.0
17.079,0.0,0.0,0.0,-0.02,0.03,0.0
17.118,0.0,0.0,0.0,-0.02,0.03,0.0
17.159,0.0,0.0,0.0,-0.02,0.03,0.0
17.199,0.0,0.0,0.0,-0.02,0.03,0.0
