t,x,y,z
8.312,7.4,-9.77,7.73
8.366,-7.02,-6.61,20.88
8.393,12.58,-10.09,-0.81
8.429,2.24,-7.3,7.05
8.461,5.58,-7.99,3.29
8.492,5.44,-8.47,3.27
8.538,-6.03,-5.01,11.83
8.579,-5.62,-4.87,10.23
8.619,-5.22,-4.75,8.3
8.656,-1.71,-5.62,4.46
8.688,-2.48,-4.62,3.51
8.710,6.96,-6.94,-4.28
8.742,-0.85,-5.4,2.11
8.769,1.42,-4.88,-0.91
8.801,-2.89,-3.87,2.26
8.830,-0.72,-4.46,0.45
8.857,-0.36,-4.5,-0.16
8.883,1.91,-5.21,-1.95
8.918,-12.88,0.34,7.92
8.950,-0.01,-4.26,-1.06
8.964,9.38,-7.27,-8.25
8.981,5.65,-5.29,-6.32
9.003,3.61,-5.5,-3.69
9.033,-5.47,-1.92,2.65
9.071,-5.89,-1.62,2.8
9.100,-11.48,0.8,6.41
9.134,-7.6,-1.19,3.96
9.173,-13.03,1.17,7.36
9.196,-0.87,-2.82,-2.67
9.232,-11.82,0.91,5.82
9.253,-0.73,-2.78,-3.29
9.288,-11.45,1.42,4.55
9.322,-9.96,0.4,4.05
9.350,-7.11,0.17,0.88
9.384,-10.25,0.68,4.1
9.418,-11.18,1.63,4.15
9.456,-13.38,2.21,6.34
9.493,-12.69,1.97,5.74
9.529,-12.89,2.58,5.11
9.579,-20.91,5.4,12.07
9.613,-10.68,1.12,3.83
9.651,-13.41,2.38,5.49
9.693,-15.9,3.51,7.13
9.738,-16.86,3.95,8.01
9.790,-21.32,5.53,11.75
9.828,-13.05,1.98,4.58
9.864,-12.43,1.62,3.73
9.885,-3.91,-1.53,-4.03
9.915,-10.34,0.97,1.34
9.935,-4.07,-1.53,-3.9
9.988,-19.64,4.16,10.34
10.023,-10.91,0.44,3.12
10.041,-4.84,-0.94,-3.83
10.080,-12.01,0.27,4.61
10.126,-15.49,2.09,7.2
10.161,-11.97,0.89,3.67
10.197,-11.26,-0.1,3.37
10.227,-9.42,-0.51,0.86
10.265,-12.17,-0.02,3.77
10.303,-12.64,-0.06,4.03
10.332,-8.79,-1.2,-0.06
10.373,-13.71,-0.03,4.38
10.410,-12.93,0.06,2.82
10.442,-10.13,-1.72,1.05
10.482,-14.07,-0.42,3.9
10.518,-12.69,-0.58,1.76
10.547,-10.43,-1.46,-0.34
10.579,-11.89,-1.1,0.47
10.613,-12.03,-1.73,1.01
10.646,-12.74,-1.07,0.66
10.682,-13.8,-1.41,1.75
10.717,-13.75,-0.97,0.78
10.751,-14.07,-0.95,0.68
10.781,-12.74,-1.48,-0.53
10.817,-14.69,-1.52,1.03
10.853,-15.03,-1.5,0.96
10.885,-14.58,-1.14,-0.15
10.916,-14.49,-1.19,-0.49
10.945,-14.41,-1.28,-0.79
10.986,-18.59,-0.6,1.9
11.013,-16.03,-0.84,-0.34
11.048,-15.09,-1.15,-1.12
11.086,-18.49,-0.66,0.94
11.127,-20.24,-0.16,1.59
11.155,-15.76,-0.95,-1.44
11.191,-19.73,0.3,0.27
11.226,-19.23,-0.44,0.2
11.259,-18.2,-0.15,-0.92
11.295,-20.42,0.03,0.29
11.319,-16.6,-0.09,-2.47
11.352,-19.65,0.41,-0.85
11.387,-20.91,0.37,-0.07
11.426,-22.64,1.01,0.54
11.466,-23.48,1.42,0.65
11.500,-21.98,1.48,-0.61
11.532,-20.51,0.43,-1.09
11.567,-22.96,2.0,-0.62
11.598,-21.39,1.43,-1.38
11.628,-21.57,1.62,-1.4
11.654,-18.65,0.43,-2.65
11.688,-24.13,2.78,-0.57
11.702,-14.99,-0.53,-4.51
11.725,-19.94,1.59,-2.61
11.750,-19.19,1.28,-2.92
11.778,-21.86,2.07,-1.49
11.802,-19.45,1.0,-2.47
11.836,-23.77,3.07,-0.75
11.864,-21.78,2.21,-1.57
11.894,-21.85,2.32,-1.57
11.917,-20.34,2.1,-2.56
11.957,-25.47,3.8,0.27
11.993,-23.79,3.16,-0.34
12.026,-23.52,3.49,-0.85
12.062,-23.33,3.13,-0.57
12.104,-26.09,4.76,0.69
12.131,-21.99,3.44,-1.82
12.164,-22.29,2.93,-0.93
12.203,-24.03,4.14,0.03
12.229,-21.72,3.56,-1.75
12.262,-21.44,2.79,-0.97
12.299,-23.54,4.59,-0.15
12.328,-21.0,3.11,-1.3
12.363,-21.6,3.32,-0.37
12.400,-22.63,4.51,-0.0
12.433,-20.47,2.87,-0.55
12.465,-20.8,3.54,-0.69
12.500,-21.19,3.95,-0.19
12.533,-19.74,2.86,-0.28
12.570,-20.66,3.94,0.06
12.604,-19.03,2.66,-0.2
12.641,-20.18,4.0,0.43
12.669,-18.09,2.3,-1.18
12.698,-18.0,2.37,-1.02
12.725,-17.87,2.4,-0.82
12.763,-17.64,2.46,0.44
12.785,-17.36,2.17,-1.75
12.802,-17.47,2.27,-2.63
12.819,-16.72,1.63,-2.31
12.848,-16.72,1.97,-0.59
12.879,-16.58,2.07,-0.19
12.913,-15.6,1.37,0.31
12.947,-16.07,2.08,0.31
12.982,-14.9,1.11,0.44
13.014,-15.33,1.72,0.26
13.041,-15.62,1.66,-1.07
13.064,-14.52,0.64,-1.23
13.107,-13.74,0.99,1.31
13.137,-14.04,0.8,-0.36
13.177,-12.9,0.47,1.05
13.221,-12.45,0.34,1.21
13.256,-12.16,-0.34,0.04
13.282,-13.82,0.77,-1.18
13.303,-12.91,-0.43,-1.82
13.337,-12.39,0.04,-0.3
13.369,-12.24,-0.25,-0.66
13.390,-13.24,0.17,-1.72
13.409,-13.27,-0.03,-2.08
13.439,-12.21,-0.87,-1.85
13.471,-11.23,-0.36,0.33
13.503,-10.53,-1.64,-0.68
13.539,-11.04,-0.81,-0.38
13.566,-11.31,-1.13,-1.35
13.587,-12.37,-0.49,-1.98
13.613,-11.18,-1.33,-1.52
13.640,-11.94,-0.51,-1.53
13.666,-9.45,-2.09,-0.27
13.716,-9.52,-2.24,-0.7
13.758,-9.03,-2.26,-0.15
13.777,-11.92,-0.99,-2.37
13.810,-10.33,-1.7,-1.22
13.853,-9.07,-2.47,-0.55
13.892,-8.25,-3.43,-0.79
13.933,-9.92,-1.77,-0.85
13.969,-9.23,-2.74,-1.29
14.002,-9.35,-2.82,-1.56
14.044,-9.12,-2.72,-1.06
14.084,-9.21,-2.73,-1.25
14.123,-9.31,-2.76,-1.39
14.139,-12.31,-0.68,-2.77
14.152,-11.45,-1.58,-2.82
14.167,-12.29,-0.69,-2.71
14.188,-11.38,-1.45,-2.48
14.214,-10.47,-2.17,-2.2
14.247,-10.5,-1.92,-1.76
14.276,-10.58,-1.91,-1.94
14.299,-11.49,-1.27,-2.32
14.328,-10.78,-1.76,-2.02
14.354,-10.88,-1.79,-2.17
14.387,-11.03,-1.41,-1.83
14.420,-11.17,-1.3,-1.85
14.452,-10.58,-1.88,-1.91
14.487,-11.46,-0.94,-1.8
14.528,-11.08,-1.13,-1.57
14.555,-11.48,-1.09,-2.26
14.590,-11.83,-0.44,-1.87
14.620,-11.76,-0.64,-2.15
14.655,-11.45,-0.79,-1.97
14.691,-11.85,-0.51,-2.27
14.722,-11.78,-0.24,-1.88
14.753,-12.08,-0.06,-2.21
14.786,-12.2,0.15,-2.17
14.815,-12.1,0.03,-2.33
14.845,-12.19,0.19,-2.32
14.883,-12.02,0.45,-2.09
14.916,-12.27,0.54,-2.3
14.948,-12.3,0.75,-2.3
14.983,-11.97,0.59,-2.27
15.018,-12.3,1.06,-2.3
15.048,-12.17,0.79,-2.45
15.087,-11.94,1.22,-2.25
15.127,-11.88,1.34,-2.26
15.159,-11.98,1.17,-2.47
15.192,-11.6,0.97,-2.47
15.216,-12.04,0.99,-2.67
15.253,-11.45,1.34,-2.41
15.289,-11.58,1.61,-2.44
15.328,-12.03,2.38,-2.4
15.358,-12.14,2.23,-2.53
15.387,-12.05,1.96,-2.61
15.418,-11.88,2.17,-2.56
15.450,-11.72,2.15,-2.56
15.482,-11.51,2.26,-2.52
15.517,-11.27,2.28,-2.49
15.554,-10.91,2.47,-2.41
15.585,-10.95,2.02,-2.54
15.618,-10.65,2.07,-2.49
15.648,-10.6,1.86,-2.54
15.670,-10.88,1.45,-2.68
15.700,-10.27,1.76,-2.53
15.729,-10.14,1.64,-2.53
15.761,-9.73,1.68,-2.46
15.785,-10.13,1.34,-2.61
15.809,-9.98,1.29,-2.6
15.839,-9.33,1.38,-2.47
15.881,-8.01,1.53,-2.22
15.923,-7.64,1.33,-2.2
15.954,-8.41,1.01,-2.41
