t,rd,pd,yd,r,p,y
6.95,0.0,0.0,0.0,0.0,0.0,0.0
6.983,0.0,0.0,0.0,0.0,0.0,0.0
7.021,0.0,0.0,0.0,0.0,0.0,0.0
7.05,0.0,0.0,0.0,0.0,0.0,0.0
7.065,0.0,0.0,0.0,0.0,0.0,0.0
7.096,0.0,0.0,0.0,0.0,0.0,0.0
7.135,0.0,0.0,0.0,0.0,0.0,0.0
7.176,0.0,0.0,0.0,0.0,0.0,0.0
7.208,0.0,0.0,0.0,0.0,0.0,0.0
7.243,0.0,0.0,0.0,0.0,0.0,0.0
7.287,0.0,0.0,0.0,0.0,-0.0,0.0
7.323,0.0,0.0,0.0,-0.0,-0.0,0.0
7.359,0.0,0.0,0.0,-0.0,-0.0,0.0
7.389,0.0,0.0,0.0,-0.0,-0.0,0.0
7.421,0.0,0.0,0.0,-0.0,-0.0,0.0
7.459,0.0,0.0,0.0,-0.0,-0.0,0.0
7.495,0.0,0.0,0.0,-0.0,-0.0,0.0
7.541,0.0,0.0,0.0,-0.0,-0.0,0.0
7.577,0.0,0.0,0.0,-0.0,-0.0,0.0
7.607,0.0,0.0,0.0,-0.0,-0.0,0.0
7.638,0.0,0.0,0.0,-0.0,-0.0,0.0
7.668,0.0,0.0,0.0,-0.0,-0.0,0.0
7.707,0.0,0.0,0.0,-0.0,-0.0,0.0
7.745,0.0,0.0,0.0,-0.0,-0.0,0.0
7.782,0.0,0.0,0.0,-0.0,-0.0,0.0
7.816,0.0,0.0,0.0,-0.0,-0.0,0.0
7.852,0.0,0.0,0.0,-0.0,-0.0,0.0
7.888,0.0,0.0,0.0,-0.0,-0.0,0.0
7.925,0.0,0.0,0.0,-0.0,-0.0,0.0
7.968,0.0,0.0,0.0,-0.0,-0.0,0.0
8.002,0.0,0.0,0.0,-0.0,-0.0,0.0
8.042,0.0,0.0,0.0,-0.0,-0.0,0.0
8.077,0.0,0.0,0.0,-0.0,-0.0,0.0
8.104,0.0,0.0,0.0,-0.0,-0.0,0.0
8.142,0.0,0.0,0.0,-0.0,-0.0,0.0
8.181,0.0,0.0,0.0,-0.0,-0.0,0.0
8.22,0.0,0.0,0.0,-0.0,-0.0,0.0
8.262,0.0,0.0,0.0,-0.0,-0.0,0.0
8.302,0.0,0.0,0.0,-0.0,-0.0,0.0
8.327,0.0,0.0,0.0,-0.0,-0.0,0.0
8.361,0.0,0.0,0.0,-0.0,-0.0,0.0
8.393,0.0,0.0,0.0,-0.0,-0.0,0.0
8.435,0.0,0.0,0.0,-0.0,-0.0,0.0
8.48,0.0,0.0,0.0,-0.0,-0.0,0.0
8.536,0.0,0.0,0.0,-0.0,-0.0,0.0
8.568,0.0,0.0,0.0,-0.0,-0.0,0.0
8.600999999999999,0.0,0.0,0.0,-0.0,-0.0,0.0
8.636,0.0,0.0,0.0,0.01,-0.0,-0.0
8.664,0.0,0.0,0.0,0.03,-0.01,-0.0
8.701,0.0,0.0,0.0,0.04,-0.01,-0.0
8.742,0.0,0.0,0.0,0.04,-0.0,-0.0
8.792,0.0,0.0,0.0,0.05,0.0,-0.0
8.832,0.0,0.0,0.0,0.06,0.01,-0.0
8.861,0.0,0.0,0.0,0.06,0.01,-0.0
8.889,0.0,0.0,0.0,0.07,0.01,-0.0
8.921,0.0,0.0,0.0,0.08,0.02,0.0
8.958,0.0,0.0,0.0,0.08,0.02,0.0
8.998,0.0,0.0,0.0,0.09,0.02,0.0
9.033,0.0,0.0,0.0,0.1,0.02,0.0
9.07,0.0,0.0,0.0,0.11,0.02,0.0
9.108,0.0,0.0,0.0,0.11,0.03,0.0
9.143,0.0,0.0,0.0,0.12,0.03,0.0
9.172,0.0,0.0,0.0,0.13,0.03,0.0
9.198,0.0,0.0,0.0,0.13,0.03,0.0
9.223,0.0,0.0,0.0,0.14,0.03,0.0
9.265,0.0,0.0,0.0,0.15,0.03,0.0
9.288,0.0,0.0,0.0,0.15,0.03,0.0
9.323,0.0,0.0,0.0,0.16,0.03,0.0
9.362,0.0,0.0,0.0,0.16,0.02,0.0
9.402,0.0,0.0,0.0,0.17,0.02,0.0
9.44,0.0,0.0,0.0,0.17,0.02,0.0
9.475,0.0,0.0,0.0,0.18,0.02,0.0
9.513,0.0,0.0,0.0,0.18,0.02,0.0
9.552,0.0,0.0,0.0,0.19,0.01,0.0
9.591,0.0,0.0,0.0,0.19,0.01,0.0
9.632,0.0,0.0,0.0,0.19,0.01,0.0
9.667,0.0,0.0,0.0,0.19,0.01,0.0
9.709,0.0,0.0,0.0,0.19,0.0,0.0
9.747,0.0,0.0,0.0,0.19,-0.0,0.0
9.795,0.0,0.0,0.0,0.19,-0.01,0.0
9.826,0.0,0.0,0.0,0.19,-0.01,0.0
9.867,0.0,0.0,0.0,0.19,-0.01,0.0
9.915,0.0,0.0,0.0,0.18,-0.02,0.0
9.953,0.0,0.0,0.0,0.17,-0.02,0.0
9.983,0.0,0.0,0.0,0.17,-0.02,0.0
10.016,0.0,0.0,0.0,0.16,-0.03,0.0
10.039,0.0,0.0,0.0,0.16,-0.03,0.0
10.06,0.0,0.0,0.0,0.16,-0.03,0.0
10.087,0.0,0.0,0.0,0.15,-0.03,0.0
10.116,0.0,0.0,0.0,0.15,-0.04,0.0
10.148,0.0,0.0,0.0,0.14,-0.04,0.0
10.176,0.0,0.0,0.0,0.13,-0.04,0.0
10.213,0.0,0.0,0.0,0.13,-0.04,0.0
10.245,0.0,0.0,0.0,0.12,-0.04,0.0
10.277,0.0,0.0,0.0,0.11,-0.05,0.0
10.312,0.0,0.0,0.0,0.1,-0.05,0.0
10.347,0.0,0.0,0.0,0.09,-0.05,0.0
10.375,0.0,0.0,0.0,0.09,-0.05,0.0
10.407,0.0,0.0,0.0,0.08,-0.05,0.0
10.446,0.0,0.0,0.0,0.06,-0.05,0.0
10.486,0.0,0.0,0.0,0.06,-0.05,0.0
10.523,0.0,0.0,0.0,0.04,-0.05,0.01
10.562,0.0,0.0,0.0,0.03,-0.05,0.01
10.604,0.0,0.0,0.0,0.02,-0.05,0.01
10.645,0.0,0.0,0.0,0.01,-0.05,0.01
10.68,0.0,0.0,0.0,-0.01,-0.05,0.01
10.728,0.0,0.0,0.0,-0.02,-0.05,0.01
10.768,0.0,0.0,0.0,-0.03,-0.05,0.01
10.811,0.0,0.0,0.0,-0.05,-0.05,0.01
10.856,0.0,0.0,0.0,-0.06,-0.04,0.01
10.902,0.0,0.0,0.0,-0.06,-0.04,0.01
10.943,0.0,0.0,0.0,-0.08,-0.04,0.01
10.982,0.0,0.0,0.0,-0.08,-0.04,0.01
11.014,0.0,0.0,0.0,-0.09,-0.03,0.01
11.052,0.0,0.0,0.0,-0.1,-0.03,0.01
11.095,0.0,0.0,0.0,-0.1,-0.03,0.01
11.138,0.0,0.0,0.0,-0.11,-0.02,0.01
11.186,0.0,0.0,0.0,-0.12,-0.02,0.01
11.227,0.0,0.0,0.0,-0.12,-0.01,0.01
11.269,0.0,0.0,0.0,-0.13,-0.01,0.01
11.316,0.0,0.0,0.0,-0.13,-0.01,0.01
11.355,0.0,0.0,0.0,-0.13,-0.0,0.01
11.399000000000001,0.0,0.0,0.0,-0.13,0.0,0.01
11.444,0.0,0.0,0.0,-0.13,0.01,0.0
11.481,0.0,0.0,0.0,-0.13,0.01,0.0
11.522,0.0,0.0,0.0,-0.13,0.01,0.0
11.562,0.0,0.0,0.0,-0.13,0.02,0.0
11.602,0.0,0.0,0.0,-0.13,0.02,0.0
11.639,0.0,0.0,0.0,-0.12,0.02,0.0
11.666,0.0,0.0,0.0,-0.12,0.02,0.0
11.708,0.0,0.0,0.0,-0.11,0.02,0.0
11.747,0.0,0.0,0.0,-0.11,0.03,0.0
11.781,0.0,0.0,0.0,-0.11,0.03,0.0
11.823,0.0,0.0,0.0,-0.1,0.03,0.0
11.862,0.0,0.0,0.0,-0.09,0.03,0.0
11.906,0.0,0.0,0.0,-0.08,0.03,0.0
11.946,0.0,0.0,0.0,-0.08,0.03,0.0
11.987,0.0,0.0,0.0,-0.07,0.03,0.0
12.029,0.0,0.0,0.0,-0.07,0.04,0.0
12.071,0.0,0.0,0.0,-0.06,0.04,0.0
12.109,0.0,0.0,0.0,-0.06,0.04,0.0
12.152,0.0,0.0,0.0,-0.05,0.03,0.0
12.192,0.0,0.0,0.0,-0.04,0.03,0.0
12.23,0.0,0.0,0.0,-0.03,0.03,0.0
12.266,0.0,0.0,0.0,-0.03,0.03,0.0
12.305,0.0,0.0,0.0,-0.02,0.03,0.0
12.338,0.0,0.0,0.0,-0.02,0.03,0.0
12.372,0.0,0.0,0.0,-0.01,0.02,0.0
12.397,0.0,0.0,0.0,-0.01,0.02,0.0
12.438,0.0,0.0,0.0,-0.0,0.02,0.0
12.48,0.0,0.0,0.0,0.0,0.02,0.0
12.52,0.0,0.0,0.0,0.01,0.01,0.0
12.563,0.0,0.0,0.0,0.01,0.01,0.0
12.606,0.0,0.0,0.0,0.02,0.01,0.0
12.636,0.0,0.0,0.0,0.02,0.01,0.0
12.683,0.0,0.0,0.0,0.02,0.0,0.0
12.715,0.0,0.0,0.0,0.02,-0.0,0.0
12.749,0.0,0.0,0.0,0.02,-0.0,0.0
12.792,0.0,0.0,0.0,0.02,-0.01,0.0
12.824,0.0,0.0,0.0,0.02,-0.01,0.0
12.867,0.0,0.0,0.0,0.02,-0.01,0.0
12.902,0.0,0.0,0.0,0.02,-0.02,0.0
12.938,0.0,0.0,0.0,0.02,-0.02,0.0
